urn:cite:hmt:venAslur.15-1,urn:cts:greekLit:tlg0012.tlg001.msA.hmt:15.171@αἰθρηγενέος,"urn:cite:hmt:vaimg.VA194RN-0365@0.346,0.5995,0.115,0.024"
urn:cite:hmt:venAslur.15-2,urn:cts:greekLit:tlg0012.tlg001.msA.hmt:15.174@κυανοχαῖτα,"urn:cite:hmt:vaimg.VA194RN-0365@0.411,0.6566,0.137,0.0203"
urn:cite:hmt:venAslur.15-3,urn:cts:greekLit:tlg0012.tlg001.msA.hmt:15.231@ἑκατηβόλε,"urn:cite:hmt:vaimg.VA195VN-0697@0.669,0.3291,0.112,0.0233"
urn:cite:hmt:venAslur.15-4,urn:cts:greekLit:tlg0012.tlg001.msA.hmt:15.233@Ἑλλήσποντον,"urn:cite:hmt:vaimg.VA195VN-0697@0.686,0.3689,0.11,0.0233"
urn:cite:hmt:venAslur.15-5,urn:cts:greekLit:tlg0012.tlg001.msA.hmt:15.238@φασσοφρόνῳ,"urn:cite:hmt:vaimg.VA195VN-0697@0.548,0.4606,0.116,0.0293"
urn:cite:hmt:venAslur.15-6,urn:cts:greekLit:tlg0012.tlg001.msA.hmt:15.245@ὀλίγηπελέων,"urn:cite:hmt:vaimg.VA195VN-0697@0.52,0.5935,0.139,0.0293"
urn:cite:hmt:venAslur.15-7,urn:cts:greekLit:tlg0012.tlg001.msA.hmt:15.246@ὀλιγοδρανέων,"urn:cite:hmt:vaimg.VA195VN-0697@0.541,0.6123,0.139,0.0293"
urn:cite:hmt:venAslur.15-8,urn:cts:greekLit:tlg0012.tlg001.msA.hmt:15.352@ὀλιγοδρανέων,"urn:cite:hmt:vaimg.VA198RN-0369@0.352,0.2299,0.108,0.0218"
urn:cite:hmt:venAslur.15-9,urn:cts:greekLit:tlg0012.tlg001.msA.hmt:15.372@ὀλιγοδρανέων,"urn:cite:hmt:vaimg.VA198RN-0369@0.499,0.6086,0.091,0.0218"
